CLUE,TITLE,FEN,SOLUTION
White to move.,"Pavel Smirnov vs Alexander Kochyev, St. Petersburg, 2002",5r2/2r2pkp/4pbp1/5q2/1Q6/1Bn1B3/P2R1PPP/4R1K1 w - - 1 0,Bh6+ Kxh6 Qxf8+
White to move.,"Pavel Smirnov vs Valay Parikh, Chennai, 2004",r5qr/pp1nkpQ1/2p1p3/3pPp1p/3P3N/1P6/P1P2PPP/R4RK1 w - - 1 0,Ng6+ Ke8 Qxh8
White to move.,"Gulruhbegim Tokhirjonova vs Anna Zatonskih, Riyadh, 2017",8/1pb1n2k/p1p2p1P/2P1pq2/1P1p2rR/3P1N2/1P1BQP2/7K w - - 1 0,Rxg4 Qxg4 Ng5+ Qxg5 Bxg5
Black to move.,"Pierina Rosales vs Gulruhbegim Tokhirjonova, Maribor, 2012",2br3k/2p3pp/ppP5/2n4q/4BP2/2N1P2P/P1R3P1/2Q4K b - - 0 1,...Nxe4 Nxe4 Rd1+
White to move.,"Stavroula Tsolakidou vs Bakhora Abdusattorova, Durban, 2014",4rr1k/6pp/3p1p2/p2q1P2/1ppB2QN/1P5P/P1P3P1/5RK1 w - - 1 0,Ng6+ hxg6 Qh4+ Kg8 fxg6
White to move.,"Stavroula Tsolakidou vs Paulo Pinho, Gibraltar, 2017",2r3k1/5p1p/pB2pnp1/2P5/1b2bP2/1N3B2/P5PP/2R3K1 w - - 1 0,Bxe4 Nxe4 Rc4
Black to move.,"Ourania Koutsotoli vs Stavroula Tsolakidou, Eretria, 2011",r2qnrk1/3n1ppp/p2ppb2/1pp2P2/4P3/2NP1RQ1/PPP3PP/R1B1N1K1 b - - 0 1,...Bh4 Qh3 Bxe1
Black to move.,"Tatiana Melamed vs Stavroula Tsolakidou, Warsaw, 2013",4r1k1/5rp1/3p3p/1R1P4/8/1PqRpPP1/4Q1KP/8 b - - 0 1,...Qxd3 Qxd3 e2
Black to move.,"Ekaterina Nasyrova vs Stavroula Tsolakidou, Moscow, 2016",2krq2r/pp6/3p1n1p/P1p3p1/b1P2P2/1NP3P1/2Q1BPP1/2KR3R b - - 0 1,...Bxb3 Qxb3 Qxe2
Black to move.,"William Fairhurst vs Samuel Reshevsky, Margate, 1935",b2r2k1/p4ppp/2q1p3/2b1N3/2P1n3/8/P1B1QPPP/B4RK1 b - - 0 1,...Ng3 Nxc6 Nxe2+ Kh1 Bxc6
Black to move.,"Karl Robatsch vs Samuel Reshevsky, Maribor, 1967",5rk1/1Qp3p1/3p3p/p3p3/P6P/3P3q/1PP2PR1/2K5 b - - 0 1,...Qh1+ Kd2 Rxf2+
White to move.,"Valeriane Gaprindashvili vs Laurent Fressinet, Sao Lourenco, 1995",6k1/p5p1/2p2qN1/7p/1K2Q1P1/PR5P/2P2r2/5r2 w - - 1 0,Qe8+ Kh7 Qh8+ Kxg6 Qxh5#
White to move.,"Valeriane Gaprindashvili vs Sergei Mihajlovskij, Izmir, 2006",8/1p3kP1/4r3/p7/P7/1Pr1B3/5PK1/3R4 w - - 1 0,Rd7+ Kg8 Rd8+ Kxg7 Bd4+
Black to move.,"Davit Shengelia vs Valeriane Gaprindashvili, Tbilisi, 1999",3r4/4qpk1/3r3p/b1Q1pBp1/4P3/P3PKP1/1P5P/2B2R2 b - - 0 1,...g4+ Kg2 Rd2+
Black to move.,"Jan Rosenberg vs Jerry Hanken, USA, 1987",6k1/5p2/2p2Q1p/8/PP3pP1/5r2/5qPK/3R4 b - - 0 1,...Rh3+ Kxh3 Qg3#
White to move.,"Jay Bonin vs Lev Alburt, New York, 1986",5b2/2r1q1k1/p2pQ1p1/P1pPp2p/4P3/2P1NR1P/6PK/8 w - - 1 0,Nf5+ gxf5 Rg3+
White to move.,"Jay Bonin vs Leonard Chipkin, Long Island, 1994",r2q1rk1/pb3pp1/np1ppb1p/8/1PP5/P4NP1/3NPPBP/1QRR2K1 w - - 1 0,Ng5 Bxg5 Bxb7 Nc7 Bxa8
White to move.,"Jay Bonin vs Angelo Young, New York, 2000",2bQ1qk1/pp3p1p/4r3/3N4/8/5BP1/PP1b3P/R6K w - - 1 0,Nf6+ Kg7 Nh5+ Kg8 Qxd2
White to move.,"Jay Bonin vs Dennis Moore, Parsippany, 2007",r1b2rk1/pp2qpbp/5np1/2n1p3/2P1P3/B1N2N2/P3BPPP/1R1Q1RK1 w - - 1 0,Nd5 Nxd5 Qxd5 Rd8 Qxc5
Black to move.,"Boris Privman vs Jay Bonin, Philadelphia, 2002",2N2rk1/5p1p/3pp1p1/1P4P1/3nbP2/7P/PP2B3/K4RR1 b - - 0 1,...Nb3+ axb3 Rxc8 b6 Ra8+ Ba6 Rxa6#
White to move.,"Jeroen Piket vs Vinny Puri, Baguio, 1987",4rr2/1p2Rpkp/p2qb1p1/3p4/1P1P4/P3QN1P/5PP1/4R1K1 w - - 1 0,Qxe6 Qxe6 R1xe6
White to move.,"Jeroen Piket vs Tibor Karolyi, Brussels, 1987",2r1r2k/ppn3bp/1q3p2/5p1N/2Q5/8/PP3PPP/2R1R1K1 w - - 1 0,Rxe8+ Rxe8 Qf7 Rg8 Rxc7
White to move.,"Jeroen Piket vs Friso Nijboer, Eindhoven, 1991",3q4/8/r2p4/5k2/1p1Q4/1P3B2/P5pK/8 w - - 1 0,Qg4+ Ke5 Qe4+ Kf6 Qh4+
White to move.,"Jeroen Piket vs Gerald Hertneck, Tilburg, 1993",1r3rk1/p3Rp1p/q5p1/2pP4/2P5/5pQ1/PB4bP/4R1K1 w - - 1 0,Qxb8 Rxb8 Re8+ Rxe8 Rxe8#
Black to move.,"Martin Martens vs Jeroen Piket, Amsterdam, 1988",1k6/1pb5/5q2/8/3Q3P/4r1P1/1R2N3/6K1 b - - 0 1,...Rxg3+ Nxg3 Qxd4+
Black to move.,"Gererald Hertneck vs Jeroen Piket, Tilburg, 1993",3r2k1/1P2ppb1/2B3pp/3r1q2/R3pB2/8/2PQ1PPP/2R3K1 b - - 0 1,...Qxf4 Qxf4 Rd1+
White to move.,"Svetozar Gligoric vs Vladimir Tukmakov, Odessa, 1975",2r3k1/pb2qpb1/4p1p1/1p2P2p/1n1P1N1P/1B4Q1/P2B1PP1/2R3K1 w - - 1 0,Rxc8+ Bxc8 Qc3 Bb7 Qxb4
White to move.,"Svetozar Gligoric vs Gyula Sax, Vrbas, 1977",6k1/p4r1p/1p4pB/3qp2P/8/6Q1/2b2PP1/2R3K1 w - - 1 0,Qc3 Bf5 Qc8+
White to move.,"Svetozar Gligoric vs Georgi Tringov, Scara, 1980",4r3/p1q3kp/1pb3p1/3pr3/5Q2/3R3P/PP3PP1/3BR1K1 w - - 1 0,Rde3 R5e7 Qxc7
Black to move.,"Norman MacLeod vs Jackson Showalter, New York, 1889",5rk1/p1p2ppp/8/2b5/2Pq4/5QPb/PP5P/R1BR3K b - - 0 1,...Bg4
Black to move.,"Milko Popchev vs Sergey Dolmatov, Polanica Zdroj, 1987",5r1k/p5pp/8/N2p4/1Pq1pbQ1/P7/5PPP/5RK1 b - - 0 1,...Bxh2+ Kxh2 Qxf1
White to move.,"Erich Cohn vs Alfred Moewig, Barmen, 1905",8/p2r2pp/PpR5/6k1/2KNn1P1/4P3/7P/8 w - -1 0,Nf3+ Kxg4 Ne5+ Kh3 Nxd7
Black to move.,"Janos Gajdos vs Erich Cohn, Barmen, 1905",1r6/4k1b1/2ppb2p/2p1p1p1/2P1P3/1PN5/3B1PPP/1R3K2 b - - 0 1,...Rxb3 Rxb3 Bxc4+ Ke1 Bxb3
Black to move.,"Milan Vidmar Sr vs Erich Cohn, Carlsbad, 1911",r2rb1k1/pp3pp1/4p1p1/1P2B3/2PnR2q/2Q3NP/P4PP1/R5K1 b - - 0 1,...Qxe4 Nxe4 Ne2+ Kh2 Nxc3
White to move.,"Jesus De La Villa Garcia vs Xavier Rechi Montes, Andorra, 2000",2b5/p3p2k/2pn1b1p/4pqp1/2P1N1N1/1P1P3P/P2B2P1/4Q2K w - - 1 0,Ngxf6+ exf6 Nxd6
Black to move.,"Pedro Aparicio Navarro vs Jesus De La Villa Garcia, Zaragoza, 1993",2kr3r/ppp2ppp/2n5/4p3/4P3/Pq1B4/QP1K1PPP/R1BbN2R b - - 0 1,...Rxd3+ Nxd3 Qc2+ Ke3 Qe2#
White to move.,"Jesus Baron Rodriguez vs S Radisic, Traben, 1993",r1b1k2r/2p1qpp1/p1pp1n1p/b3p3/4P3/2PP1N1P/PP2NPP1/R1BQ1RK1 w kq - 1 0,Qa4
White to move.,"Jesus Baron Rodriguez vs Jose Naya Sancho, Zaragoza, 1999",2q2r1k/1n3p1p/pp1rpPp1/2p5/2P2P2/3Q3R/PB4PP/3R2K1 w - - 1 0,Rxh7+ Kxh7 Qh3+ Kg8 Qh6
Black to move.,"V Guerrero vs Jesus Baron Rodriguez, Spain, 1991",1r2r1k1/3b1ppp/pqpp1nn1/8/2QNP3/5P2/PPRNB1PP/5R1K b - - 0 1,...c5 N4b3 Bb5
Black to move.,"Juan Gil Reguera vs Jesus Baron Rodriguez, La Coruna, 1996",r1q1r1k1/pp3pp1/2p2n1p/3pPb2/3P4/2N1PQ2/PP3PBP/R4R1K b - - 0 1,...Bg4 Qg3 Nh5 Qh4 g5
Black to move.,"Pedro Mascaro March vs Jesus Baron Rodriguez, Ponferrada, 1997",2rr2k1/4bppp/N3p3/1p1qN3/1PnP4/P2R4/4QPPP/3R2K1 b - - 0 1,...Nxe5 Qxe5 Qxe5 dxe5 Rxd3
White to move.,"Jesus Garrido Dominguez vs Matias Perez Candelario, Oropesa, 2000",4rrk1/ppq3pp/4b3/2pn1p1N/3p4/3P1B1P/PPP2PP1/1R1QR1K1 w - - 1 0,Rxe6 Rxe6 Bxd5
White to move.,"Jesus Garrido Dominguez vs Nicolas Natalicchio Escalante, San Agustin, 2012",r4r2/p1p1qpk1/4bnpp/2p3Q1/3pP3/3B2N1/PPP2PPP/2K1R2R w - - 1 0,Nh5+
Black to move.,"M A Justiniano vs Jesus Garrido Dominguez, Sevilla, 2002",6k1/p5Pp/2pq2bQ/3p4/3P4/6P1/Pr4BP/5RK1 b - - 0 1,...Rxg2+ Kxg2 Be4+
White to move.,"Jesus Iruzubieta Villaluenga vs Juan Alonso Arburu, Euskadi, 2008",r1b1r1k1/p4pp1/2pRn1n1/4p1q1/RB2P3/1N4p1/1PPQ1P1P/5B1K w - - 1 0,Rxe6 Qxd2 Rxe8+
White to move.,"Jesus Iruzubieta Villaluenga vs Marcos Camacho Collados, Leiria, 2017",5rk1/2n2R2/8/1p4PQ/1bp1q3/8/2P1r2P/5RK1 w - - 1 0,Rxf8+ Bxf8 Qf7+ Kh8 Qxf8+ Kh7 Qh6+ Kg8 Rf8#
Black to move.,"Adrian Galiana Fernandez vs Jesus Iruzubieta Villaluenga, La Roda, 2017",r3r1k1/3p1pp1/2Pq3p/p7/Rp3PP1/1PbPBQ2/2P4P/5RK1 b - - 0 1,...Rxe3 Qxe3 Bd4
White to move.,"Jesus Nogueiras Santiago vs Dimitar Donchev, Varna, 1982",2r3k1/p4p1p/1bn1p1p1/8/4P3/B4B2/P1R2PPP/6K1 w - - 1 0,e5 Ne7 Rxc8+ Nxc8 Bb7
White to move.,"Jesus Nogueiras Santiago vs Carlos Bielicki, Buenos Aires, 2003",4Rnk1/p1p2pp1/1p1r3p/3b4/2PN4/3B4/P4PPP/6K1 w - - 1 0,Nf5 Re6 Ne7+
White to move.,"Vladislav Kovalev vs Anish Giri, Herceg Novi, 2005",rnb1kb2/ppp2p1p/4pn1Q/8/3qp1r1/2N5/PPPB1PPP/2KR1BNR w q - 1 0,Qxf8+ Kxf8 Bh6+ Ke7 Rxd4
White to move.,"Vladislav Kovalev vs Andrei Volokitin, Dubai, 2014",6rk/6rp/pp2pQ2/3p4/P5R1/7P/2q3P1/5R1K w - - 1 0,Qxg7+ Rxg7 Rf8+
White to move.,"Vladislav Kovalev vs Ritvars Reimanis, Wroclaw, 2014",2r2rk1/pp4pp/1q6/2R5/1n1Q4/4pP2/P5PP/4RBK1 w - - 1 0,Qc4+ Kh8 Rxc8
White to move.,"Vladislav Kovalev vs Michael Bezold, Berlin, 2015",r5k1/1q3pb1/6pp/4B1n1/1pN1b3/6NP/1PP2QP1/5RK1 w - - 1 0,Bxg7 Kxg7 h4 Ne6 Nd6
White to move.,"Vladislav Kovalev vs Hong Zhu, Philadelphia, 2015",4r1k1/1pq1pp1p/p2p1bp1/2rP4/P1PN4/1P3Q1P/4RPP1/4R1K1 w - - 1 0,Qxf6 exf6 Rxe8+
White to move.,"Vladislav Kovalev vs Igor Malakhov, Minsk, 2015",3Q4/2r2p2/1k4p1/4p2p/8/7P/1P3PPK/4r3 w - - 1 0,Qd6+ Rc6 Qb4+
Black to move.,"H Ettehadi vs Alireza Firouzja, Tabriz, 2017",r4rk1/pb5p/1pnq2p1/2p5/3bPBB1/P2P1Q2/1P4PP/R2N1R1K b - - 0 1,...Be5 g3 g5
Black to move.,"Hrant Melkumyan vs Parham Maghsoodloo, St. Petersburg, 2018",3rk2r/4bppp/pq2b3/1p2P3/2pnQ1B1/P1N3B1/1P3PPP/R4RK1 b k - 0 1,...Nb3 Rad1 Nd2
White to move.,"Bogdan-Daniel Deac vs Lukasz Jarmula, Budapest, 2018",r5k1/1q2rppp/ppQ5/3p4/3N4/3nP3/PP3PPP/2R2RK1 w - - 1 0,Nf5 Rd7 Qc3
Black to move.,"George Stoleriu vs Bogdan-Daniel Deac, Olanesti, 2018",r2b1r2/pp3pkp/6p1/3Pp3/4B3/3RP3/PP4PP/2R3K1 b - - 0 1,...f5 Bf3 e4
Black to move.,"Adam Bohus vs Andrey Esipenko, Porec, 2015",4k2r/p2n1pp1/4p3/2P5/3P1P2/2q1pQP1/P6P/1R3K1R b k - 0 1,...Qd3+ Kg2 Qc2+ Kf1 Qxb1+
Black to move.,"Sergey Karjakin vs Andrey Esipenko, Riyadh, 2017",2kr3r/pp3ppp/4p3/4P2N/2Pn1P2/b1qP3P/PB1R1QP1/K4B1R b - - 0 1,...Bxb2+ Rxb2 Qc1+ Rb1 Nc2+
Black to move.,"Hrant Melkumyan vs Andrey Esipenko, Riyadh, 2017",r1q2rk1/1b3pp1/p4b1p/3pp3/P7/1NPBP1P1/3Q1P1P/RR4K1 b - - 0 1,...e4 Bf1 Bxc3
White to move.,"M Amin Tabatabaei vs Chithambaram Aravindh, Moscow, 2018",2rrb3/pp3Bbk/5QNp/q7/3P4/8/PP4PP/2RR2K1 w - - 1 0,Nf8+ Kh8 Qg6
White to move.,"Jinshi Bai vs Murad Nuri, Kocaeli, 2013",r2q1n2/1p1b4/p2p1p1k/2pPrP1p/2P4Q/P5RP/1PB3P1/5RK1 w - - 1 0,Qxh5+ Kxh5 Bd1+ Kh6 Rf4
White to move.,"Jinshi Bai vs V Lozhnikov, Kocaeli, 2013",7k/pp4R1/2p4p/3n1N2/1n2N3/4r3/PP4PP/5K2 w - - 1 0,Ned6
White to move.,"Jinshi Bai vs Markus Watzlawek, Neustadt a.d. Weinstrasse, 2018",1k3r2/ppq5/2n1R3/2p3rp/8/2P3P1/PPQ2PP1/4R1K1 w - - 1 0,Re8+ Rxe8 Rxe8+ Nd8 Qd2
White to move.,"Jinshi Bai vs Nima Javanbakht, Hamedan, 2018",4rrk1/pb3qpp/1p1Rp3/2p1Q3/2P5/P1P2P2/2B3PP/3R2K1 w - - 1 0,Rd7 Re7 Qc7
Black to move.,"Antonios Pavlidis vs Jinshi Bai, Kocaeli, 2013",1r4k1/5ppp/2pR1n2/p4P2/P2N4/2n5/2B1rPPP/5RK1 b - - 0 1,...Rd2 Rxc6 Nfd5
White to move.,"Jesus Diez Del Corral vs Napoleon Garces, Leipzig, 1960",2rb2k1/1b3pp1/p2p3p/3Np3/QP2q3/2R5/5PPP/5RK1 w - - 1 0,Rxc8 Bxc8 Qe8+
White to move.,"Jesus Diez Del Corral vs Antonio Tauler, Pamplona, 2001",rnb1kb1r/pp3ppp/3q4/3np3/3N4/2P5/PP3PPP/RNBQKB1R w KQkq - 1 0,Nb5 Qd7 Qxd5 Qxd5 Nc7+
White to move.,"Jesus Nogueiras Santiago vs Luis Fonseca De Olivera, Internet, 2003",r4rn1/pppq1pbk/2npb1pp/4p3/2P1PP2/2NPB1PP/PP2N1BK/R2Q1R2 w - - 1 0,f5 gxf5 exf5 Bxf5 Rxf5 Qxf5 Be4
White to move.,"Jesus Nogueiras Santiago vs Goran Todorovic, Internet, 2005",1r3rk1/p4ppp/b1N1p3/3p2P1/3PnP2/1Pq5/P2N2P1/R2QK2R w KQ - 1 0,Ne7+ Kh8 Rxh7+ Kxh7 Qh5#
Black to move.,"Vlastimil Hort vs Jesus Nogueiras Santiago, Salonika, 1984",4RQ2/5ppk/2p2q2/5n1p/p3N3/P5P1/1P1r1P1P/6K1 b - - 0 1,...Rd1+ Kg2 Ne3+ Kh3 Qf5+
Black to move.,"Ioannis Papaioannou vs Jesus Nogueiras Santiago, Chalkidiki, 1992",3r2k1/p6p/4R3/2p5/N3n3/4p1P1/P3Rb1P/7K b - - 0 1,...Rd1+ Kg2 Rg1+ Kh3 Ng5+ Kh4 Nxe6
White to move.,"Thomas Luther vs Zoltan Varga, Brno, 1991",4r2k/4qp1p/pr1b1p1B/2pB1Q2/8/2P5/P1P3PP/3R3K w - - 1 0,Be4 Qxe4 Qxf6+ Kg8 Qg7#
White to move.,"Thomas Luther vs Nikola Stajcic, Budapest, 1992",3r1rk1/5pp1/p5q1/1pbPp2R/4Q1BP/2P5/PP6/1K3R2 w - - 1 0,Qxg6 fxg6 Be6+
White to move.,"Thomas Luther vs Nasib Ginting, Liechtenstein, 1992",2r1kbR1/5p2/3p1P1p/qp6/4P3/1bN5/1PnQ4/1K1R4 w - - 1 0,Rxf8+ Kxf8 Qxd6+ Kg8 Qg3+ Kf8 Qg7+
White to move.,"Thomas Luther vs Olivier Touzane, Lippstadt, 1994",1r2kb1r/3n1pp1/p2pp2p/6B1/1pQ1BP2/1N2q1P1/PPPN3P/2K4R w k - 1 0,Qxe6+ fxe6 Bg6#
White to move.,"Istvan Csom vs M Batres, Lugano, 1968",2rq1rk1/3n1pbp/3pbnp1/1p1Np1B1/1P2P3/2R3P1/P2QNPBP/R5K1 w - - 1 0,Rxc8 Qxc8 Ne7+
White to move.,"Istvan Csom vs Jan Plachetka, Berlin, 1979",1r4k1/1Q1R1p2/4p1pp/1q6/1p6/1P3PP1/5PKP/8 w - - 1 0,Rd8+
White to move.,"Istvan Csom vs Vaszilij Sikula, Hungary, 2003",1n1rr2k/p2q2bp/1pppb1p1/3N1p2/2PB1P2/1P1Q1BPP/P4P2/2RR2K1 w - - 1 0,Nf6
Black to move.,"Andre Lombard vs Istvan Csom, Athens, 1969",3r2k1/2q2ppp/p3p1b1/3rR3/1p1N1Q1P/1P4B1/1PPR2P1/2K5 b - - 0 1,...Rxd4
Black to move.,"Tom O'Donnell vs Istvan Csom, Slofok, 1990",3r3k/p1Qq2p1/1p5p/4p3/3rNn2/2R1R2P/PP3PPK/8 b - - 0 1,...Qxc7 Rxc7 Nd5
Black to move.,"Alexander Hoenig vs Istvan Csom, Hungary, 1991",6k1/p2q1pp1/3rp2p/4n3/2p1P3/2P5/PPQ2NPP/1R4K1 b - - 0 1,...Rd2 Qc1 Rxf2 Kxf2 Nd3+
Black to move.,"Janis Klovans vs Istvan Csom, Saint Vincent, 2001",r3k2r/ppqnn1bp/2p1p1p1/1P1pPp2/N2P1PP1/3B1Q1P/P1P2B2/1R2K2R b Kkq - 0 1,...Qa5+
Black to move.,"Ivan Farago vs Istvan Csom, Hungary, 2007",2r3k1/rR1nbpp1/4p2p/2p1B3/2P5/4P1PP/P2R1PBK/8 b - - 0 1,...Rxb7 Bxb7 Nxe5 Bxc8 Nf3+
White to move.,"Deepan Chakkravarthy vs Alexander Filipenko, Moscow, 2012",1r1r1b1k/2qb2pp/3ppN2/p3n3/np1NPQ1P/4BP2/PPP5/1K1R1BR1 w - - 1 0,Qh6 gxf6 Qxf6+
White to move.,"Deepan Chakkravarthy vs Samuel Buet, Sevilla, 2017",3r1rk1/pp4b1/4pqpp/4N3/P4P2/1Q4P1/1P5P/3RR1K1 w - - 1 0,Nd7
White to move.,"Deepan Chakkravarthy vs Jorge Rincon Bascon, Sevilla, 2017",2rq1rk1/p4pbp/3p1np1/1b1N4/8/1P4PP/PBQ2PB1/3RR1K1 w - - 1 0,Qxc8 Qxc8 Ne7+
Black to move.,"D Stativkin vs Deepan Chakkravarthy, Heraklio, 2002",2rr3k/p1qb1ppp/3p1b2/4pP2/1p2P1P1/1N5R/PPPQN2P/1K1R4 b - - 0 1,...Bg5 Qd3 Bb5 Qxb5 Qxc2+
Black to move.,"H L M Hapuarachchi vs Deepan Chakkravarthy, New Delhi, 2009",1r1r4/5k2/p1q1pbpp/2P2p2/pN3P2/2P1Q1P1/1P5P/R3R1K1 b - - 0 1,...Rxb4 cxb4 Bd4
Black to move.,"K Priyadharshan vs Deepan Chakkravarthy, Chennai, 2010",2b1k2B/5p2/p1pqp3/4nP1p/4P3/2N5/P1r1BQ1P/4K1R1 b - - 0 1,...Rc1+ Nd1 Rxd1+ Bxd1 Nd3+
Black to move.,"Marc Gruenhagen vs Deepan Chakkravarthy, Dieren, 2011",2r2qk1/1br2pb1/p3p2p/3P4/5p2/N1N2P2/PP1Q2PP/2RR2K1 b - - 0 1,...Bxc3 Rxc3 Rxc3 bxc3 Qxa3
Black to move.,"S Yogit vs Deepan Chakkravarthy, Al-Ain, 2015",6k1/2rp2pp/p1b1p3/5r2/1P2Nn2/3BR3/PP3PPP/4R1K1 b - - 0 1,...Nxd3 Rxd3 Bxe4
Black to move.,"Chatterjee Koustav vs Deepan Chakkravarthy, New Delhi, 2018",5rk1/1p3pb1/2p2qpp/8/1P6/1NnPP1Pb/2QB2BP/R5K1 b - - 0 1,...Ne2+ Kh1 Qf2 Bxh3 Bxa1
White to move.,"Henry Grob vs MIguel Najdorf, Zuerich, 1948",1r1r2k1/5pp1/p2q3p/1pRb4/1P6/5N1P/P4PP1/3QR1K1 w - - 1 0,Rxd5 Qxd5 Re8+ Kh7 Qxd5
White to move.,"Henry Grob vs Jose Sanz Aguado, Madrid, 1951",6k1/1p2pRb1/p1n1P1Q1/2p1q3/2P3P1/1P1r4/P5K1/8 w - - 1 0,Rf8+ Kxf8 Qf7#
White to move.,"Henry Grob vs Rainer Weisshaupt, Switzerland, 1960",r3r1k1/pp3ppp/8/2pPn1q1/3Q2b1/2B3N1/P4PPP/4RRK1 w - c6 1 0,Rxe5
White to move.,"Henry Grob vs M Steinbrucher, corr., 1970",4rrk1/2pbq1p1/p1nb2p1/1p1n2N1/2Pp1P2/1P1P2N1/P2B1K2/R2Q3R w - - 1 0,Rh8+ Kxh8 Qh1+ Kg8 Qh7#
Black to move.,"Carlos Guimard vs Henry Grob, Zuerich, 1950",8/5Qpk/4p3/p1R4p/8/7P/Pr2qPP1/6K1 b - - 0 1,...Qd1+ Kh2 Qd6+ f4 Qxc5
White to move.,"Tigran Nalbandian vs Johan Eriksson, Hallsberg, 1993",1r3k2/p2rbpp1/3np1p1/4B3/NP6/P5P1/5P1P/2RR2K1 w - - 1 0,Rc6
White to move.,"Tigran Nalbandian vs Ernesto Ma, Yerevan, 1996",r1bq2k1/pp3ppp/2pb4/3n3r/8/5NP1/PPQ1PPBP/R1BR2K1 w - - 1 0,e4 Nb4 Qd2
White to move.,"Tigran Nalbandian vs Vladimir Kosyrev, Moscow, 1998",6rk/5Rrp/2p2Q2/pp1q3P/4p1P1/PP6/5PBK/8 w - - 1 0,Rxg7 Rxg7 h6
White to move.,"Aleksandr Poluljahov vs S Nev, Belorechensk, 1988",r5k1/3nq2p/p5pQ/Pp5R/8/2B3P1/P3r2P/5RK1 w - - 1 0,Qxg6+ hxg6 Rh8#
Black to move.,"Denis Lopushnoy vs Aleksandr Poluljahov, Orel, 1997",6r1/1b3p1k/1q1ppQpr/7P/1p2P3/1PN2B1R/P7/6RK b - - 0 1,...Qxg1+ Kxg1 gxh5+ Kh2 Rxf6
White to move.,"Dawid Janowski vs Carl Schlechter, London, 1899",2b3k1/4rrpp/p2p4/2pP2RQ/1pP1Pp1N/1P3P1P/1q6/6RK w - - 1 0,Qxh7+ Kxh7 Rh5+ Kg8 Ng6 Rf6 Rh8+ Kf7 Rf8#
White to move.,"Dawid Janowski vs M Didier, Paris, 1900",8/7p/8/2Pk4/1Pr2p2/3K1P2/3B3P/8 w - - 1 0,Bc3 h6 h3 h5 h4
White to move.,"Dawid Janowski vs Francisco Sterling, Paris, 1900",4R3/kb6/p7/Bp6/4P3/6r1/P3K1P1/8 w - - 1 0,Be1 Rxg2+ Bf2+ Rxf2 Kxf2
White to move.,"Dawid Janowski vs Amos Burn, San Sebastian, 1911",3k4/7R/2K1p3/3p4/2n4p/2B5/5rPP/8 w - - 1 0,Rh8+ Ke7 Bb4+ Kf6 Rf8+
Black to move.,"Carl Walbrodt vs Dawid Janowski, Berlin, 1897",r1bqr1k1/pp3ppp/8/2bN4/3n1Q2/2N2P2/PPP1B1PP/2KR3R b - - 0 1,...Qxd5 Nxd5 Nxe2+ Kb1 Nxf4
Black to move.,"Isidor Gunsberg vs Dawid Janowski, Hannover, 1902",4r1k1/1p4pp/p2Rq3/2Q5/2P1p3/1P2Nn1P/r5P1/4R2K b - - 0 1,...Qxh3+ gxh3 Rh2#
Black to move.,"Julius Perlis vs Dawid Janowski, Ostend, 1906",4r3/p2P2kp/5p2/2q1r1p1/6R1/1Q5P/P5P1/3R3K b - - 0 1,...Re1+ Rxe1 Rxe1+ Kh2 Qg1+ Kg3 Re3+
Black to move.,"Frank Marshall vs Dawid Janowski, Carlsbad, 1907",8/5pk1/B6p/5p2/Q2n4/P5P1/3q3P/5K2 b - - 0 1,...Nc2 Qe8 Ne3+
White to move.,"Mikhail Yudovich vs Vladimir Zagorovsky, corr., 1972",5r1k/p2rqBp1/1p4Pp/2pP4/P1P1b1pQ/B3P3/6P1/4R1K1 w - - 1 0,Qxh6+ gxh6 Bb2+ Qf6 Bxf6+
White to move.,"Tatev Abrahamyan vs Paul Iinuma, Philadelphia, 2006",2r5/1b1k1prp/p7/1p1p4/5N1P/2nBRP2/P1PK4/7R w - - 1 0,Bf5+
White to move.,"Tatev Abrahamyan vs Aleksandra Lach, Warsaw, 2011",r5k1/5rpp/p1q5/2p1p1b1/2Q5/2N5/PPP2P1R/1K5R w - - 1 0,Rxh7 Bh6 R1xh6 Qxh6 Rxh6
White to move.,"Tatev Abrahamyan vs Sophie Milliet, Tromsoe, 2014",q4r2/2pR3p/2b3k1/6p1/1p2p3/1B4QP/2P2PP1/6K1 w - - 1 0,Rg7+ Kxg7 Qxg5+ Kh8 Qe5+ Rf6 Qxf6#
Black to move.,"Dereque Kelley vs Tatev Abrahamyan, Las Vegas, 2013",6rk/p7/5n1P/2Q1p1q1/7r/P4P2/4BK2/6RR b - - 0 1,...Rh2+ Ke1 Qh4+
White to move.,"Radoslaw Jedynak vs Tomasz Kubit, Krakow, 2005",3r4/ppp1Rrk1/5q1p/5pp1/8/2Q3PP/PP4PK/5R2 w - - 1 0,Rxf5
Black to move.,"Pawel Stoma vs Radoslaw Jedynak, Straszetin, 1999",1k1r1bnr/1ppq1bpp/p4p2/3p4/Qn1P2P1/P1N1B2P/1PPN1PB1/2KR3R b - - 0 1,...Na2+ Kb1 Nxc3+
White to move.,"Carissa Yip vs Martha Samadashvili, Al-Ain, 2013",3q4/1p2n1k1/3p2p1/p3prN1/4Np2/Pb1P2P1/1PrQPPBP/5RK1 w - - 1 0,Qxc2 Bxc2 Ne6+
